Title,Company,City,State,Description,Skills,Experience,Job URL,skill_count,job_level,desc_length,Experience_log
Senior Full Stack Developer,JobsTrackR,Brisbane,QLD,"Full Stack Developer Ecommerce 160,000 Super - - We are working closely with a fast-growing E-Commerce company who are looking to build...",,5.0,https://au.jora.com/job/Full-Stack-Developer-8d49684ff855e1ae22bae40a7da36ef8,0,senior,138,1.791759469228055
Software Engineer (1-2 Years),Visda Technologies,Melbourne,VIC,"Experience in .Net, ASP.NET, C#, SQL server environment
Proficiency in SQL Server, T-SQL, stored procedures, triggers
Strong communication skills and understanding of SDLC","ASP.NET, C#, SQL, SQL Server, T-SQL",5.0,https://au.jora.com/job/Software-Engineer-0f50458b198eb50184e8a798d83897d2,5,unknown,173,1.791759469228055
Mid-level Software Engineer - Payments,Luxgroup,Sydney,NSW,"Design and develop payment solutions for Luxury Escapes platform
Implement APIs for integration with third-party services like airlines
Collaborate with cross-functional teams to ensure best customer journey",,5.0,https://au.jora.com/job/Software-Engineer-06e674184d61a08d758971627bb23055,0,mid,209,1.791759469228055
Software Engineer (Open to remote locations across Australia & NZ),OFX,Sydney,NSW,"Translate requirements into functional applications using latest technologies
Design, build, test, and maintain efficient, reusable, reliable code
Experience with Javascript, Typescript, React, AWS, and microservices","AWS, Java, JavaScript, Microservices, React, TypeScript",5.0,https://au.jora.com/job/Software-Engineer-86c0513b79b972ebcb1057d7b72aad1c,6,unknown,218,1.791759469228055
Graduate Multimedia Engineer - Multimedia Software Development,TikTok,Sydney,NSW,"Develop video computing framework for efficient video processing
Assist with multimedia tasks like image processing, video editing
Final year or recent graduate in Software Development or related field",SSIS,5.0,https://au.jora.com/job/Engineer-deb5ef83ff93b2cd9aa7be0f15720b90,1,entry,203,1.791759469228055
Senior Software Developer,Macquarie Group,Sydney,NSW,"Develop and maintain software applications in a team environment
Contribute to diversity, equity, and inclusion initiatives
Full-time position based in Sydney with mid-level experience required",,5.0,https://au.jora.com/job/Software-Developer-e6c380134de81f663c61c4f7c6fb1a2d,0,senior,195,1.791759469228055
.NET Developer,XPT Software,Sydney,NSW,"Software services company working with top clients in various domains
120+ technocrats working at client locations in Australia
Part of global group companies with presence in India & Europe",,5.0,https://au.jora.com/job/Net-Developer-38e20d15e926556975c8378e0fbcf888,0,unknown,192,1.791759469228055
Software Engineer,Splend,Sydney,NSW,"Mid-level software engineer with 4+ years experience
Proficient in Python, TypeScript React, and full stack architecture
Customer-focused, problem-solving, continuous improvement enthusiast","Python, React, TypeScript",4.0,https://au.jora.com/job/Software-Engineer-cf424dfb8d628230cdf40755f7a59834,3,unknown,191,1.6094379124341003
Junior Engineer,West Recruitment,New South,Wales,"Support IT Project Technology team in systems administration
Assist in building ServiceDesk environment aligned with Microsoft and Azure
Collaborate with various teams to ensure data access and technology testing","Azure, SSIS",5.0,https://au.jora.com/job/Engineer-28a8d9571c49bffd9316531a802cdb7b,2,entry,214,1.791759469228055
ServiceNow Developer,Accenture,Sydney,NSW,"Design and develop custom applications on ServiceNow platform
Integrate ServiceNow with external systems using REST/SOAP APIs
ServiceNow Certified System Administrator (CSA) required",SOAP,5.0,https://au.jora.com/job/ServiceNow-Developer-493e85a9858c4518157d0d70257e7bb9,1,unknown,184,1.791759469228055
Software Engineer,Immutable,Australia,,"3+ years software engineering in commercial product environment
Strong front-end development skills with TypeScript and React
Passion for gaming industry and emerging technologies like blockchain/NFTs","React, TypeScript",3.0,https://au.jora.com/job/Software-Engineer-de9ebc17ad3fc85706a39234740a2abd,2,unknown,202,1.3862943611198906
"Principal Developer S/4HANA - Talent Pool, Queensland Health",Queensland Health,Brisbane,QLD,"Lead and mentor senior developers in system enhancements
Analyze business requirements and provide specialized expertise to stakeholders
Experience in SAP S/4HANA and project management preferred",SAP,5.0,https://au.jora.com/job/Developer-30727d96b5348d4432e176604429f5cb,1,senior,197,1.791759469228055
D365 CRM Developer,Recruitment Hive,Canberra,ACT,"Develop CRM modules and workflows based on user stories
Customize CRM interface for user-friendly experience
Experience in D365, Azure, ASP.Net, C#, and agile environment","ASP.NET, Agile, Azure, C#",5.0,https://au.jora.com/job/D365-CRM-Developer-0706927e6b54c71059c64f6b1a7be3a9,4,unknown,172,1.791759469228055
Developer,Findex,Melbourne,VIC,"Develop innovative solutions using Node, Typescript, React, and Angular
Contribute to product deployments and maintain quality through testing
Experience with AWS serverless technologies and cloud providers preferred","AWS, Angular, React, TypeScript",5.0,https://au.jora.com/job/Developer-5d0dbff6fc887d1c7a76d754fe97dc24,4,unknown,218,1.791759469228055
ServiceNow Developer,Paxus,Brisbane,QLD,"Develop roadmap for growth and optimization of ServiceNow ecosystem
Consult with clients to design effective solutions aligned to requirements
6+ years ServiceNow experience, stakeholder management, consultancy skills",,6.0,https://au.jora.com/job/ServiceNow-Developer-db121771aaf7b671c1e078973759f345,0,unknown,219,1.9459101490553132
Mid Software Developer - Front End,Ocean Software,Melbourne,VIC,"3-5 years experience in developer/analyst programmer role
Bachelor's in IT or Computer Science required
Proficiency in frontend technologies like React, Redux, TypeScript","React, TypeScript",5.0,https://au.jora.com/job/Software-Developer-d0c139755c4c3710c28349686fc54ae0,2,mid,172,1.791759469228055
Senior Software Engineer,ReadyTech,Woollahra,NSW,"Develop full-stack software solutions with technical leadership
Proficient in Ruby on Rails, React.js, Git, and TDD
Minimum 4 years of commercial software development experience required","Git, React, Ruby, Ruby on Rails",4.0,https://au.jora.com/job/Software-Engineer-9dc3472c0448147903b5cf1b32eab1ce,4,senior,188,1.6094379124341003
"Backend Software Engineer Graduate, Trust and Safety Engineering - 2026 start",TikTok,Sydney,NSW,"Develop trust and safety systems for international live streaming products
Enhance safety experience for a large number of users daily
Bachelor's degree in computer science or related field required",,5.0,https://au.jora.com/job/Engineer-Graduate-164f33ed5c0928bf838c5feee1a9e65e,0,entry,200,1.791759469228055
ML / AI Engineer,Codematix,Castle Hill,NSW,"Develop ML models for document and image data extraction
Experience in computer vision, OCR, Python, and ML frameworks
Cloud deployment, product development, and communication skills required","Python, Visio",5.0,https://au.jora.com/job/ML-AI-Engineer-0087bc1a8e99714a9b46c9e92cd60d26,2,unknown,193,1.791759469228055
.Net Developer,Just Digital People,Brisbane,QLD,"Develop software solutions using C#, .NET, React, Azure
Lead project initiatives and act as subject matter expert
Minimum 3 years experience, on-site in North Lakes 4 days","Azure, C#, React",3.0,https://au.jora.com/job/Net-Developer-847d0d7ed15b3f5251ebf0ba470db6fa,3,unknown,173,1.3862943611198906
Full Stack Engineer,Kirra Services,Australia,,UPLOAD COVER LETTER PDF,,5.0,https://au.jora.com/job/Full-Stack-Engineer-c49a0cc20f2a3be7e1eee9b192d51b35,0,unknown,23,1.791759469228055
Full Stack Developers x 4,Kirra Services,Canberra,ACT,You can’t apply as it’s expired.,,5.0,https://au.jora.com/job/Full-Stack-Developer-242db6965d77b7f0e8ccc3a3d5e5085c,0,unknown,32,1.791759469228055
Fullstack Software Engineer,Karbon,Sydney,NSW,"Collaborate with stakeholders to understand specifications and requirements
Develop scripts and automated workflows for improved efficiency
Create and implement code tests and software test automation",,5.0,https://au.jora.com/job/Fullstack-Software-Engineer-1959e0bdc162360a7261a4b5340eb098,0,unknown,202,1.791759469228055
Software Engineer – Game Programming & 3D Visualization (Full-time),Strong Compute,Sydney,NSW,"Develop interactive 3D game for AI and GPU visualization
Experience in game engine development and real-time rendering
Proficiency in complex data visualization and UI/UX design",,5.0,https://au.jora.com/job/Software-Engineer-87887f5a2437e938011152b8cfb5af91,0,unknown,179,1.791759469228055
React Developer,XPT Software,Sydney,NSW,"Software services company working with top clients in various domains
120+ technocrats working at client locations in Australia
Part of global group companies with presence in India & Europe",,5.0,https://au.jora.com/job/React-Developer-72f0dfedc04f7ffae9856e77d8a76411,0,unknown,192,1.791759469228055
Software Engineer,Canonical,Adelaide,SA,"Develop clean web service APIs using Python and Golang
Design and implement features for Snap Store and Charmhub.io
Collaborate with global team, travel for internal and external events","Go, Python",5.0,https://au.jora.com/job/Software-Engineer-8ff153f602d18a09188ae478715bbaa0,2,unknown,187,1.791759469228055
Sr. JDE Developer,Launch Recruitment,Melbourne,VIC,"Lead ERP solution design and hands-on development
Expertise in JD Edwards EnterpriseOne ecosystem and related tools
Collaborate with team and stakeholders for successful project delivery.",,5.0,https://au.jora.com/job/Sr-JDE-Developer-6edd1e74291fdefebd1efeaa9b29fd4f,0,unknown,189,1.791759469228055
Senior Software Engineer,Microsoft,Sydney,NSW,"Develop and implement features for new technology onboarding process
Collaborate with Azure teams to enable emerging technologies
Opportunity for growth in software and hardware skills",Azure,5.0,https://au.jora.com/job/Software-Engineer-75b20de264160581d9acde528badbb20,1,senior,186,1.791759469228055
Software Engineer Intern,IMC,Sydney,NSW,"Internship focusing on low latency or algorithmic trading systems
Collaborate with experienced engineers and traders on real projects
Opportunity for full-time role upon graduation with strong performance",Go,5.0,https://au.jora.com/job/Software-Engineer-Intern-f73e1bfaf5b4a20b5aeedcf12bfd008c,1,unknown,206,1.791759469228055
Full Stack Software Developer,Talenza,Sydney,NSW,"Developing greenfield applications with React and C#/.NET
Working in a small, high-performing tech team
Experience with Azure preferred, AWS experience also welcome","AWS, Azure, C#, React",5.0,https://au.jora.com/job/Full-Stack-Software-e05a85914c240788affa7294c424f4fb,4,unknown,166,1.791759469228055
Full Stack Software Developer,Inovor Technologies Pty Ltd,Adelaide,SA,"Develop front-end and back-end software for spacecraft operations
Implement dev-ops processes for cloud-based web applications
Provide technical leadership in software architecture and web technologies",,5.0,https://au.jora.com/job/Full-Stack-Software-e8a8c953aa939b4dac871b46c99824c7,0,unknown,203,1.791759469228055
Software Engineer - .Net,DTI Group Ltd,Perth,WA,"Design, develop, and maintain systems using .Net/Web technologies
Minimum 2 years commercial experience with coding best practices
Experience in C#, .Net Core, SQL, Web Services, TDD/BDD","C#, SQL",2.0,https://au.jora.com/job/Software-Engineer-Net-9ee52089870e3ba0dced8de8b685ceea,2,unknown,188,1.0986122886681098
Software Engineer,Downer Professional Services,Canberra,ACT,"Lead development of Sandbox web portal for defence projects
Expertise in coding, DevOps, cloud computing, system testing required
Experience in defence industry, NV1 Security clearance necessary",DevOps,5.0,https://au.jora.com/job/Software-Engineer-307a9dcbdae4d2fadd1ff56096d51f0d,1,unknown,196,1.791759469228055
DevOps Engineer,NSW Health Pathology,Newcastle,NSW,"Collaborate with diverse professionals for innovative tech solutions.
Experience with cloud products, infrastructure as code, and database platforms
On-call availability, monitoring tools, and continuous integration platforms",,5.0,https://au.jora.com/job/DevOps-Engineer-a7f1bafa4356984261e003e9662867ed,0,unknown,227,1.791759469228055
"Backend Software Engineer, Discovery Platform - Global Content and Discovery",Canva,Sydney,NSW,"Design and build scalable backend services in Java
Collaborate with cross-functional teams for user experiences
Mentor team, drive operational excellence, and uphold engineering standards","Excel, Java, Scala",5.0,https://au.jora.com/job/Backend-Software-Engineer-08d501fd8a2a44371069890b677dd271,3,unknown,189,1.791759469228055
Full Stack Developer,Appentency Recruitment Services,Sydney CBD,NSW,"7+ years experience as Full stack Java Developer
Proficiency in node.js, typescript, AWS, Postgres, react
Permanent role with excellent growth prospects","AWS, Excel, Java, Node.js, React, TypeScript",7.0,https://au.jora.com/job/Full-Stack-Developer-41b5c786b8de9f71cdc75f2332222d6a,6,unknown,154,2.0794415416798357
Full Stack Developer,Longtek,Kew,VIC,"Develop scalable web apps and dynamic UIs with React
Work on geospatial databases, serverless infrastructure, and AI integration
Minimum 2 years full stack experience, AWS knowledge, GIS exposure","AWS, React, Scala",2.0,https://au.jora.com/job/Full-Stack-Developer-3fd0d90a0e3985abf3e2f45f4eca7151,3,unknown,197,1.0986122886681098
