Title,Company,City,State,Description,Skills,Experience,Job URL
: Junior Recruitment Consultant & HR Coordinator,Appentency Recruitment Services,Melbourne,VIC,"Lead client success with exceptional relationship building skills
Manage recruitment, HR coordination, and client success responsibilities
Require HR qualification, 1-2 years HR experience, and technical understanding",,2,https://au.jora.com/job/Recruitment-Consultant-779a1aa77ff8d1f221ac22ca69ff8c01
Associate Management Consultant - Product Management/Strategy,MasterCard,St Leonards Park,NSW,"Experienced in financial services Product Management and strategy development
Successful delivery of large, complex projects in cross-functional environment
Bachelor's degree, PMP accreditation, advanced Word, Excel, PowerPoint skills","Excel, Word",0,https://au.jora.com/job/Management-Consultant-7b1e3a761181cc4e0cf1f5214efa4876
Industry Consultant,Dematic Pty. Ltd. (ILD-AUS),Notting Hill,VIC,"Develop integrated solutions for warehouse operations
Collaborate with Design Estimating and Sales teams for project success
Utilize advanced software skills for data analysis and modeling",,0,https://au.jora.com/job/Industry-Consultant-fc4b1aa43186170250dd641157bf5390
Sales Operations Consultant,Simplus Australia,Sydney,NSW,"Manage sales operations, data accuracy, analysis, and reporting
Assist in bid management, pre-sales documentation, and pipeline management
Skills in business analytics, tech sales, Salesforce CRM.","SSIS, Salesforce",0,https://au.jora.com/job/Operations-Consultant-5afb57f70f519f6249d387277cd2f80e
Functional Consultant (ERP Implementation Specialist),Xpedeon -,South,Australia,"Implement and support Xpedeon software for construction industry
Consult on business processes, system configuration, and user training
Required: MBA in Finance/ C.A or Engineering Graduate, 4+ years experience",,4,https://au.jora.com/job/Implementation-Specialist-8790c7fab9186b2051d5123116d5cd6e
Management Consultant,AI Talent,Sydney,NSW,"Analyze systems, recommend improvements, and optimize resource utilization
Develop strategic plans aligned with client goals and objectives
Serve as trusted advisor, guide technology-driven transformations for clients",Go,0,https://au.jora.com/job/Management-Consultant-709d4691751bbf9cc347377e01af0b07
Lead Consultant - Acurity,Infosys,Melbourne,VIC,"Develop and enhance Iress Acurity solutions for superannuation industry
Customize and integrate software to meet client requirements
Stay updated on industry trends and collaborate for project success",,0,https://au.jora.com/job/Consultant-5cedd4c02ec4a3f5ecc9c6efb44a5ea2
Learning Specialist Consultant,Kirra Services,Sydney,NSW,"Support Project Change Manager with learning services
Experience in developing learning strategies, plans, and resources required
Requires strong stakeholder engagement and communication skills",,0,https://au.jora.com/job/Specialist-Consultant-5ea19cff6ff7fa3a99fb00a055b13c5f
EPM Solutions Consultant - Financial Services - Business Consulting,EY,Sydney,NSW,"Lead Anaplan model enhancement and creation in Financial Services sector
Certified Anaplan Solution Architect with 4-6 years experience required
Strong analytical skills, ability to communicate complex information effectively",,6,https://au.jora.com/job/Solutions-Consultant-1e4449cbb525cc9f59e64ff34d6b4309
Graduate Business Analyst,Give A Grad A Go,Melbourne,VIC,"Training in Oracle Cloud projects with diverse client base
Supporting project delivery, client relationships, and data solutions
Requirements include degree, communication skills, and technical aptitude",Oracle,0,https://au.jora.com/job/Business-Analyst-dc755d7e06c4d6badfe366650a7a8b5b
Consultant - Offensive Security,EY,Sydney,NSW,"Join vibrant offensive security team in Sydney or Melbourne
Perform security assessments: penetration testing, social engineering
Hiring cybersecurity experts with project management experience, certifications",,0,https://au.jora.com/job/Consultant-f9860a75810b5b870ada5bc687a0c3af
Project Role - Senior Systems Engineer / Technical Consultant,Idea 11,Brisbane,QLD,"Deep expertise in Microsoft environments and 365
Consultancy for customers and internal teams on infrastructure projects
Requires communication skills, technical proficiency, project delivery",,0,https://au.jora.com/job/Technical-Consultant-b8a801639e5a6d91ac563e0d93eeb284
Senior Technical Consultant - Canberra,DigiRen,Dickson,ACT,"Guide large enterprises in adopting cloud product-centric approach
Lead workshops, collaborate with cross-functional teams, mentor internal teams
IT Bachelor's, 4+ years cloud consulting, AWS/Azure/GCP certs","AWS, Azure, GCP",4,https://au.jora.com/job/Technical-Consultant-5d0f017933b1665ec68c415651936386
SCOM Consultant,Green Light,Adelaide,SA,"Design, build, and configure SCOM environment with migration
Experience in SCOM design, management pack migration, and dashboard creation
Technical skills in SCOM, stakeholder engagement, and documentation",,0,https://au.jora.com/job/SCOM-Consultant-f5c18a8f1377b0ae198c4a06ce0d5b64
Senior Technology Business Consultant - Lending,FIS,Australia,,"Advanced knowledge in Commercial Loan Origination and Credit Assessment
Proficiency in business modeling and requirements definition
Experience collaborating with Banking customers to define solutions",,0,https://au.jora.com/job/Technology-Business-Consultant-69c4dfd6c30484cf40aed2fb32eb63b4
Cloud Consultant - Azure,Brennan IT,Perth,WA,"Design, implement, and manage enterprise-level cloud platforms
Serve as technical lead on projects, focusing on Azure solutions
Minimum 5 years' experience in Cloud Consultant/Engineering role",Azure,5,https://au.jora.com/job/Cloud-Consultant-3f6b2343f41e3f61414ef3ef8668d17e
"OKTA Consultant – Brisbane ,Queensland ,Australia",Axiom Technologies,Brisbane,QLD,"Design, implement, and support OKTA IAM solutions
Manage user provisioning, authentication, and authorization processes
Collaborate with IT, security, and development teams for integration",Visio,0,https://au.jora.com/job/Consultant-f6b1c9ac739d3118f6f8231ecde17510
Senior Consultant | Digital Banking Solutions,Deloitte,Sydney,NSW,"2-5 years' experience in client-facing advisory role in consulting
Strong background in banking strategy with focus on technology
Experience in complex projects, solution design, and business analysis",,5,https://au.jora.com/job/Consultant-60be20880da35b84eb35740736e7288d
Dynamics 365 CE Senior Consultant (Relocate to Malta/Big 4),Black Pen Recruitment,Canberra,ACT,"University graduate with computing or business degree required
8+ years experience in D365 CE configuration and customization
Experience in consultancy roles and supporting pre-sales activities preferred",,8,https://au.jora.com/job/Consultant-4d963fc5d135b941b99b3d0bf80ea804
Senior Consultant WPS Dayforce,Deloitte,Melbourne,VIC,"Contribute to defining target state architecture for Dayforce solution
Lead discussions with clients and Deloitte team on technical solutions
Strong Dayforce technical expertise required; E2E lifecycle experience needed",,0,https://au.jora.com/job/Consultant-a109656bd813e0b6df79f6c7f51d6551
Recruitment Consultant,Talent International,Perth,WA,"Partnering with consultants to source best candidates for vacancies
Recruitment experience in digital and tech sector required
Strong communication skills, time management, and resilience needed",Git,0,https://au.jora.com/job/Recruitment-Consultant-daa47530e9ca22fe58ba74ff3dfb533f
Senior Solutions Consultant,Mills Recruitment,Perth,WA,"Customized solutions design and implementation for clients
Technical expertise in AVEVA Engineering and Design Application required
Strong stakeholder engagement and communication skills essential",,0,https://au.jora.com/job/Solutions-Consultant-9aa456e6b8c8ba529dd30435e4b3c1f8
Recruitment Consultant,Ethos BeathChapman,Sydney,NSW,"Recruit for various sectors including IT, finance, projects, and more
Opportunity for new recruiters with proven billings success
Join a leading executive recruitment brand in Asia Pacific region",,0,https://au.jora.com/job/Recruitment-Consultant-cc6e204ebf0e9d8b55d9419f377e4215
Data Engineer - AWS | Sydney,Deloitte,Sydney,NSW,"1-3 years experience in Data and/or Software Engineering
Strong grasp of Data fundamentals and Modern Data Platform technologies
Hands-on development experience in major hyper scaler platforms",,3,https://au.jora.com/job/Data-Engineer-2e9f33d290bb79383adf064b74e98baf
Sales Consultant/Business Development (Tech Consulting),NCS Australia Group,Canberra,ACT,"Sales role focusing on complex technology solution sales
Experience in federal government sales and consultative approach required
Strong communication, negotiation, and stakeholder management skills essential",Go,0,https://au.jora.com/job/Sales-Consultant-494f7e1bcae8d78d24241b40d9ee4f3a
Expressions of Interest (EOI) for Identity & Privileged Access Engineers,Infosys,Canberra,ACT,"Contribute to building and supporting IDAM & PAM platforms
Work collaboratively with a team on IAM services expansion
Experience with IAM platforms, automation, and security controls",,0,https://au.jora.com/job/Access-Engineer-5dca92699ff261fa28d4aa24b3719e1c
Senior Consultant- IT Audit,KPMG,Brisbane,QLD,"Lead Technology Risk assurance projects for audit clients
Coach and mentor team members in technology risk and controls
Strong analytical and communication skills; 2+ years audit experience",,2,https://au.jora.com/job/Senior-Consultant-IT-35c8a0690cc4a3cd223c1cfad6fe40fc
Scrum Master,Kirra Services,Perth,WA,"Experienced in Scrum Master role with Project Management skills
Knowledge of scrum framework, artifacts, and communication/coordination skills
Position based in Perth, WA for global technology innovator",Scrum,0,https://au.jora.com/job/Scrum-Master-a2da82215d9d31eb1adba3b402cc5efe
Recruitment Consultant,Robert Half,Brisbane,QLD,"Guide clients through hiring process from start to finish
Grow network through new business and existing relationships
Build strong relationships with colleagues and across different teams",,0,https://au.jora.com/job/Recruitment-Consultant-dd81f26e621ca3fb6330dcaff4704424
Dynamics 365 F&O Principal Consultant (Relocate to Malta /Big 4),Black Pen Recruitment,Canberra,ACT,"Lead D365 end-to-end implementation projects with configuration & testing
Champion functional best practices with Microsoft solutions
Must have 12 years experience in similar role with certifications",,12,https://au.jora.com/job/Consultant-266ad814468cbede7a936e6f7e0a345a
Dayforce Payroll Consultant,EY,Sydney,NSW,"Design and implement Dayforce Payroll & GL solutions
Lead projects, manage stakeholders, and provide advisory services
Experience in Australia and New Zealand, certification in Dayforce modules",,0,https://au.jora.com/job/Payroll-Consultant-9aa9cbf2a35e31dfda4d413c69487e65
Customer Care Consultant - Work from Home,Probe CX,Queensland,,"Assist families and carers with independent living solutions
Provide exceptional customer service in a fast-paced remote setting
Required setup: Windows 10 PC, dual monitors, reliable internet",SSIS,0,https://au.jora.com/job/Customer-Care-Consultant-8b762d0c681bffa7141b463c89ca1818
Change Manager,Infosys,Sydney,NSW,"Lead and manage complex change projects for various sectors
Extensive experience in Organisational Design, Culture, and Change Management
Engage in business development, mentor teams, and drive innovation",,0,https://au.jora.com/job/Change-Manager-c7d7df8f97c93d292ccc83ba2f7a0ebc
Digital Sales Consultant,LION Digital,Sydney,NSW,"Drive sales development process with simplicity and dedication
Experience in outbound sales and setting qualified phone appointments
Opportunity to grow within digital marketing agency with realistic targets",Git,0,https://au.jora.com/job/Digital-Sales-Consultant-2f025da5dbfbd3fe463ff16e9327d72c
